"","1_Disease","2_Disease","3_Disease","4_Healthy","5_Disease","6_Disease","7_Disease","8_Disease","9_Disease","10_Disease","11_Disease","12_Disease","13_Disease","14_Disease","15_Healthy","16_Disease","17_Disease","18_Disease","19_Disease","20_Disease","21_Disease","22_Healthy","23_Disease","24_Disease","25_Disease","26_Disease","27_Disease","28_Healthy","29_Disease","30_Healthy","31_Healthy","32_Disease","33_Disease","34_Healthy","35_Disease","36_Disease","37_Disease","38_Disease","39_Healthy","40_Disease","41_Disease","42_Disease","43_Healthy","44_Disease","45_Disease","46_Disease","47_Disease","48_Disease","49_Healthy","50_Disease","51_Disease","52_Disease","53_Disease","54_Disease","55_Disease","56_Disease","57_Disease","58_Disease","59_Disease","60_Disease","61_Disease","62_Healthy","63_Healthy","64_Healthy","65_Disease","66_Disease","67_Disease","68_Disease","69_Disease","70_Healthy","71_Disease","72_Healthy","73_Disease","74_Disease","75_Disease","76_Disease","77_Disease","78_Disease","79_Disease","80_Disease","81_Disease","Ref"
"CO5",17.1133574511565,17.1168452885533,17.5376654311158,16.9680355509476,17.3841888457367,17.4836954697323,17.8129450737483,17.3726919677632,17.0585393743447,16.6348259773199,16.8822440946518,16.7524487804329,17.1476624474415,17.2273098394006,17.0500448307287,17.8267551456954,17.3058902425641,17.1322836856983,16.8743430797056,17.4871107917758,16.9857070360175,16.718820356536,17.2232282495288,17.3598286119194,17.5586374786479,17.2124906722904,17.2666214737015,16.8501230435737,17.3948932958216,16.8655392816639,17.0159451521772,17.0365819034365,16.901744608588,17.032992031151,17.2925136543211,17.3921249856671,17.4172620429543,16.5610502925935,17.254202438265,17.4881577858788,17.3528376916175,17.2456449333526,17.2630830744997,17.1818540281382,17.3558720132339,17.2802367946623,17.2411867669715,17.2704590707126,17.2034932086598,17.417829969184,17.4631813090032,16.9622692879176,17.4266456745715,16.850818778042,17.5605599890676,17.4710571957646,16.8654091324984,17.1873109890116,17.1829960317856,17.5655027598553,17.2043872286147,16.7279339105912,17.0826220607156,17.0242099299503,16.9941852911709,17.7342551085563,17.1038789059022,17.3987458871447,16.9764823174465,17.0902957779819,17.2439374007451,17.1106307634324,16.815580238942,17.258908152984,17.1368515214333,17.1377012626968,17.2639052397888,17.6784198622219,17.471127792806,16.8672498478991,16.7829191988216,17.7520220331296
"CO6",16.8111354923457,16.831377790012,16.8867211656299,16.5736408999736,17.1037559822106,16.6967645520966,16.9176830147194,17.1346893414092,16.576371659226,16.3105400888105,16.6791197047969,15.9795600467521,16.6194187893014,17.3154320843278,16.7098414626388,17.3354458772258,16.9168774958246,16.8858518523578,16.7803921994823,16.8811507281724,16.7211340797421,16.3261415277501,17.0852541544748,16.6680347243043,17.3251839133446,16.9988806633277,17.0692036474411,16.6285652961567,16.8784119641635,17.0179571576544,16.7265791779593,16.7476253810934,17.0084641239904,16.8259073790266,17.037496627346,16.492735322453,17.0270460377164,17.1938882662966,16.7068717466853,17.1229699289883,16.7077730272228,16.9867292569609,16.9744777873908,17.0883159293858,17.1740053342469,16.906174623358,17.2573558741736,16.8515262661549,16.8944058094917,16.4523828455032,17.2470221657212,16.9878814770416,17.1396829756355,16.8035910087024,17.1089666405762,17.2774717237964,16.829109425494,16.1493722834099,16.7887019443669,17.1402847016998,17.0076987504938,16.9160201245778,16.8911455182003,16.8894219976289,16.8211794060038,17.3842322245104,16.8028256144928,17.126167318104,16.7016810347413,16.6698153235729,16.7054722389371,16.9833612653413,16.7560565665909,17.053137385961,17.0862271194116,17.2930677831299,17.0890823230238,16.9573267071205,17.0895233284407,16.4641233431386,16.7370568979923,18.1376565364993
"CO7",14.7631298716878,14.2888155680771,14.940390666478,14.4027821593156,14.4323154484691,14.5330964421415,14.5779475364211,14.2481715146838,13.8098970700613,13.1439202294381,14.2242387207952,14.2675966183446,14.5951788585523,14.2957201900207,14.1839632446031,14.767269522048,13.7042908925852,13.9461870339913,13.4722571752877,13.9096363020983,14.1124905358697,13.3658221076168,14.3406668618522,13.8195641611579,14.2080118687885,14.0337789258864,14.3327928296042,14.3327996831299,14.1621500553951,14.0639223975478,14.4532880033466,14.1843652674874,14.6959862649724,14.1333094327323,14.8268531118794,14.3163830141466,15.0484922726503,14.2026468525752,14.4479108058205,14.6146308201538,14.4101880299031,14.9342947482521,14.1750029001722,14.2807843120272,14.5964199018618,14.5188491000559,14.5648928734993,14.4315204677782,14.5101136498578,14.053621360819,14.7793887069768,14.9268243432862,14.7822666829585,14.4009402041182,14.5176036960557,14.9438801087111,14.5559726924144,14.8728452905774,14.5893965307422,14.5555213106671,13.9782792272974,14.4422054034354,14.8267286843373,14.5535058269507,15.2158975934861,14.6098782437252,14.9710635742901,15.2135350351135,13.8863379577077,14.4156765957754,14.9704954847122,14.0701566348467,15.2129450152097,14.6794281023905,14.8548063335655,15.1076958027798,14.9982537809679,15.1615836339127,14.835570445354,14.4091792556076,14.3620042482406,15.5454722923388
"FN1",16.0632083987997,15.131118264348,15.8610926348968,15.0792696468914,17.3262077517039,15.5391155265752,17.0167754972255,14.6903050760332,14.8998430806547,15.2245716235328,15.0824706919558,14.9913830294197,16.0859807767545,14.9613569725339,15.1169144882902,16.4114191425326,15.2173171216633,16.9030709377706,14.7277102845234,15.063540919688,15.8006429296918,15.8394794029744,15.5030838010321,14.465207474157,14.9890330326193,16.6032605601704,15.1000967828683,16.963703552054,16.4946315694076,15.7897769751,16.1259769712884,16.0520029966286,14.8646652636703,15.640178763713,15.5677587781169,15.3767784232017,16.9238304659811,15.1339763658582,15.2797850734503,14.6874311636162,15.9183665439239,14.4751903414301,16.664469624735,15.8539655642188,14.6582526961458,15.4350693745167,15.0412173752229,15.076652186849,15.1856259885897,15.7187414241499,14.8920882553807,14.1037611448114,15.0098684611716,15.8670856573437,14.4010643821792,15.4326052343638,15.5165330567933,14.6255338121586,15.1272229261259,15.6287971777627,15.1894410900059,16.0747627289755,15.1087086724704,15.2532057285146,15.3023556479581,14.8945648416443,15.6443127422776,15.5252637109889,15.3016637368452,16.0967566973877,15.668311249584,16.359587633619,16.5773152273375,14.9907208967605,16.0770900168491,14.669010263156,15.0066090477452,15.2893458120405,16.3981408522148,15.649792103932,15.968328406425,16.3787413979277
"GELS",17.3514108826118,16.9118525272407,16.4614075898546,17.2120396267885,17.2651812743358,16.2638407178594,16.4224732756655,16.1376844241642,16.6929429595436,16.2171018818151,16.5325004794133,16.4263507650239,16.5224895865218,16.5746768654619,16.8900463733103,16.8733905738962,15.9995645147267,17.2913842061547,17.1923847784598,16.6688129631999,16.4483060987287,16.6191340246151,16.1534937265525,16.1340986099474,16.6514119798493,16.7814143644429,16.8303204376226,17.2784035845661,17.0685307679264,16.9929687684903,17.2977277729865,17.1545159951115,16.8413272239334,16.9920176809575,17.1520707981685,16.9827341093892,17.3065540612069,16.1063139376986,16.7904666342878,16.8461183052747,17.0939813697167,16.8024553924087,17.005016663201,17.0545017400001,16.6418486583502,16.4328662864252,16.7868806100942,16.8276563544395,17.032738997913,16.6144928289374,16.6915290900714,16.6845766576715,16.8798435970644,16.768166899668,16.6470670838838,17.2650385524955,16.8875761101011,15.4902180933474,16.7928147969671,16.8311885805159,16.9901598007785,17.3946694183804,17.1454005306297,17.1051202700652,16.9044558141614,16.3164833898196,16.934936458225,16.5202582467931,16.7519971412708,16.9676740873381,16.5362425454168,16.9197129613138,17.2681895861901,16.6459701650129,17.1540850700317,16.6989922902264,16.2509764015361,16.2562030263072,16.146851767669,16.3653959981345,16.3213011715011,17.8591272732837
"HPT",21.2104873591432,21.7696198135111,22.6328039502987,21.0365052674123,22.0659832063404,21.2738920276688,22.0511369191656,23.2915049790516,21.6578003286183,20.7852283489731,20.8735954718431,20.8183551383181,20.7869353548415,23.0200600279418,21.4234535666102,22.9778544359794,21.4585691965864,22.2775473468487,21.2031247091596,22.4093948432185,22.2030847365857,21.5558207031546,22.7767354550515,21.7398851871726,23.1627688092805,22.499645025703,23.2691440333137,20.8493240772984,22.4972815010767,19.4250651115637,21.554216645666,20.9213914386336,22.4205340851355,22.0408740937261,21.780257496863,21.6778687823181,22.0095341463881,22.9920713017545,21.6695907497924,23.0239551401152,21.2358144255861,22.6459371212844,21.8734224882455,21.4447273759604,22.4177126600074,22.5800416638989,23.0988216196803,22.7905400891339,21.4548545606583,22.6941823076551,22.3405901624703,21.909710005828,23.2995994201659,21.9954953713409,22.4847732580822,22.0827902817649,21.4398401456989,23.1844475786737,21.7743259725551,22.6487093848354,23.006263525772,21.2818606108991,21.8603788814402,21.3135144691079,20.5121019582017,23.0625237030368,22.3737873683955,22.7948151892179,21.7487325837468,22.0241512343184,22.6028421781072,22.4201700796955,20.983790747701,22.9173972081703,21.136296304024,22.5641116319299,22.8404438255268,22.6513151556782,23.4413690123039,21.0271864584947,22.4173362519706,20.2866244347626
"IC1",18.6221085865515,18.5790401899362,18.938425914365,18.4919330371895,18.7953537616475,18.7519513691523,18.6943103479742,18.4691067821889,18.6391198739086,17.9132956827074,18.2256165851091,17.8161981712326,18.2668017891258,18.9535010980826,18.3163451564681,18.7302981841881,18.435820055758,18.8084418241578,17.9169048676941,18.7381761007658,18.5249405289873,17.864194450897,18.9034174496138,18.436508566197,18.6525318066715,18.764737728871,18.9495504469949,18.3881129143478,18.5117832108871,18.7149423167859,18.3943248713374,18.5964547873485,18.5298107145342,18.4257218577027,18.6762190449176,18.1557664500244,18.6658744442194,19.5478291929329,18.5888930286619,18.9904578438143,18.5773551901066,18.9123012229667,18.5100215084225,18.4614226102905,19.2989806604058,18.6008509728654,18.756778994878,18.7201174787578,18.4960674364378,19.3578383728061,19.0137594866971,18.7404356001906,18.772762089617,18.6015585603639,18.5519074150154,18.448224491142,18.3921749448489,18.5640054023992,18.475367853863,18.5898721639571,18.5614114476562,18.5347513688418,18.6975107822447,18.519884672395,18.4159280520884,19.1772975555799,18.4212322984256,18.5763665063323,18.5912729414999,18.3878797670874,18.6044152871351,17.8009713699283,18.4856791836898,19.010960833871,18.6682156109511,18.7959429933052,18.1849654624001,18.490682607648,18.7487918991684,18.6735196928321,18.4012331905813,18.5128183331923
"IGF2",14.5575695847962,14.3427052370514,13.6444709326565,14.2935416534384,14.1020226054078,13.8690574697608,14.1917815752825,13.8432307053182,14.3589530094073,13.8615370797251,14.1151595657281,13.6834294938054,13.9433253017187,13.7750548041491,14.2802126096089,14.3818903562615,14.7933969280606,14.2747850452444,14.1402421515879,14.237937019769,14.2479776374321,13.533776208111,13.7846340803749,13.6609551494532,13.6781329905462,13.8856177487582,13.4732649113605,14.5104502077046,14.2775343758189,14.6181903856211,14.1501430694164,14.0062012033917,14.2937066343537,14.0528087433939,14.5131684733606,15.0754081581868,14.2315385027693,13.809457408848,13.9828015329114,14.4636924311491,14.1808651274273,14.3000901488613,14.3110378445211,14.4565040962746,14.0840408758565,13.9989421740893,14.3416956776449,14.3971684557337,14.2185656537378,14.2734798048969,14.8106210861813,14.3064673429301,14.2621023384426,14.2946465976518,14.8006224298507,14.5055825432164,14.223620445277,13.5135348502906,14.6994066238371,14.4618152003284,14.3806483504538,14.3954799002694,14.3661522439978,13.9500788630993,14.2157624361437,14.4564686756708,13.5950072477084,14.2935915219335,14.3891448555661,14.0268672635534,13.798855076135,14.0797648504584,14.0989780900083,14.3415834599413,13.7284237900675,14.2581441277084,13.6042639389437,14.0347299032446,13.9609667399252,14.1576639693175,13.8782108254416,17.5388417474729
"ITIH4",18.9985361759852,19.1312001885149,19.2851827169764,18.8411947602761,19.3960536328581,19.4436945609679,19.5896721831951,19.7519030838691,19.2490474149567,18.4246454889558,18.9324719052217,18.6181269203698,18.8597207890022,19.5067082028243,18.778523298718,19.480352991455,19.4000519182311,19.2158680380713,19.0971325416101,19.4566809931662,19.1501253872334,18.6371721035255,19.760978918591,19.0201812150714,19.3327236754331,19.3971675671718,19.4693007495951,18.6792087793838,19.0339120379787,19.0216355332287,19.0279583109402,19.059808446313,19.3163472667485,18.9128517744268,19.2650818077512,19.4421917292837,19.2318076168718,19.3786634599999,19.0925944179712,19.7410116896267,19.2558459752385,19.2588466092474,19.2375139495168,19.1676098039702,19.4871006763897,19.5330545946194,18.5341068256392,19.254055070338,19.1219910935748,19.4979264828654,19.5465253948668,19.2599857287973,19.444860418833,19.1900065391934,19.4569085223706,19.20366399177,18.9197895565863,18.9093045432236,18.885583249367,19.2352359020114,19.3043425778349,19.1242925946522,19.0220112394897,19.1534374374965,19.0456558589178,19.7376285957227,19.0808460757902,19.7967327804919,19.1705220921474,19.1076448942152,19.1867991872749,19.4209025771802,18.8978535334374,19.0467727590768,19.2465072050585,19.2653394774701,19.7135031431085,19.2543983884185,19.9369632087305,19.172425027029,19.1398087300546,19.27303626849
"PLMN",17.5493897635688,16.8327855301964,17.8437447741639,17.4956352369142,17.5372917976234,16.8687871831563,17.5300708478945,17.2305138088777,17.182753987699,16.739863114788,17.512651162294,16.3017485412614,16.6875066664355,17.4794872172519,16.8025617126217,17.879250197039,17.2317623373308,17.4123612152941,17.3665508272664,16.6524180641211,16.7870115443687,16.1594020437292,17.3313737462279,17.1569248114035,16.9791531427354,16.9765534218845,17.010157707331,16.7243379169065,16.9768142305579,17.352450425597,16.9154698267149,16.866646739712,17.1789520533436,16.4116794075022,17.1394643576853,17.6856990586365,17.3171632086981,16.7931476410234,16.8854795277219,17.4065455444929,17.2172903091007,16.5458211874964,17.5367280986159,16.9024358203362,17.3763142952272,16.5306110995952,16.9069562331432,16.6944266398697,17.5999233707486,17.1665200424925,17.6685456818719,16.9895681946788,17.8520051353671,16.7933260229747,16.8857541141951,17.2072376604604,16.6391947179296,15.7723851305878,16.8535332628894,17.428558532017,16.7082829882786,16.9916305404886,17.1800959025412,17.0588481941693,17.7164700455155,17.5127266029851,17.1396050248691,17.4407671897557,17.6287722100213,17.6016319784041,17.0021773093369,17.9691209949468,16.8153174000414,17.0737194558672,16.6399338138085,17.031345896534,16.4705084135863,17.4641704520633,16.6943790373668,17.0125777320366,16.6437799262711,18.6277034188927
"PON1",19.0815679639648,18.559539439542,18.4454984706164,19.6169064063759,19.5407874992715,18.5736346947234,18.7683980570462,18.6802592183662,19.7857825946691,18.268108189878,19.2200124184977,19.564787912694,19.0888490321979,18.6501521668587,19.2560114317661,19.2061361655738,19.3730944093711,19.1064913008849,19.8632030586939,19.0361234320695,18.5852409961729,19.0605447228829,19.3421277837676,18.8475375528839,18.7819020814759,18.0593586372805,18.6664107833714,19.4469952175362,19.3413477240463,19.6526356219204,19.0364234887051,18.8093759782976,18.564475311472,19.2425609999054,19.8203570281686,19.5015000071502,19.3881214313403,19.2808913408131,19.3554438629436,18.5402481943391,19.4162930964279,18.903140915106,19.4853110366788,19.1375219763775,19.3095204357966,19.0987968024112,19.0237565394646,19.0348207066946,19.8801105720282,18.6378358901128,19.0968430832281,19.0109182884674,19.0665607447685,18.5264884481033,18.9579258459637,19.1064918317901,18.3893837919051,17.6640401369018,19.6525275903456,19.6925515536549,18.9867000856599,19.4213921655633,20.0092518634356,19.6783634268978,19.8659784690603,19.1738941528349,19.3283152420144,18.7060423325347,19.3153758137904,19.1064415984776,19.1849562627248,19.9362237033909,19.1898845711336,18.936722278578,19.4924940379686,19.4858919418055,18.4789843834351,19.0855699029895,18.6562006021342,18.9570848405011,17.9117735700799,19.9190778041939
"RET4",18.666524644268,17.8641328638544,18.0882766909114,18.1526970047918,17.4521550721687,17.3916612558445,18.022119259252,16.5801213690586,18.4170191543313,17.2302998167813,17.43414239411,17.9941306370843,17.8718530573569,17.3226834748772,18.0161319278872,17.8795819864722,17.9395027583749,17.4999140683358,17.780525534205,18.2496167962261,18.2560436388539,17.6862059399374,16.8561937960634,17.3407004237588,16.8309989985095,17.483557581771,17.3315788172367,18.2434884331802,17.9683412864899,18.4337386631146,18.229663766568,17.3227336386868,16.6257919804276,17.8955322155528,18.5243626001121,18.6453600061183,17.9023591968539,17.6207357839478,17.5912854253216,17.3191751025436,18.9298477466364,17.4870300695404,17.9291785528139,17.9040060172029,17.6320635442579,17.2053088269981,17.0307687655492,17.7237134564495,18.2293459438092,17.629123123808,18.3613244815348,17.8807964756756,17.677411573975,17.4987984139639,17.8526302993472,17.8256999978151,18.0831173867678,16.2938368802002,18.1795937776381,17.7827628698876,17.5724493255256,18.6625087153845,18.4724121165385,18.2742521049313,18.0078721002099,17.641167925758,18.0951814044322,17.8403515216103,17.9650023770956,17.6184918020659,18.0220936664246,17.7265482074323,18.1562934230021,17.8836722096165,18.3467115900415,18.0117493374951,17.5963589458239,17.5138374714386,17.3193827901384,17.763343259709,17.0662667623347,18.7385865983975
"SHBG",15.6062352846577,15.1312544129567,15.0514720626453,13.8302863689424,16.0016611985041,16.0635908128329,15.2441187384281,15.2653814444026,15.6811071210539,14.096485450317,15.9108836565924,16.2919720049159,14.7277990845656,15.9269367197647,14.8407430051224,15.1859613646334,14.7577608630143,15.8625946222294,15.2741987964035,16.2589102649219,14.7906245350481,14.8748752126295,14.9215575339034,14.69378254989,15.2270019378652,16.158242220572,16.2389974486823,15.5546430965703,14.6757708952818,14.8921766539303,14.9998734278976,15.4344479698879,15.622604929067,15.1337956055664,14.9576526386973,16.3440917793921,15.8200156124278,15.9725475994387,15.5198335766947,15.9952773839751,14.6753305394689,15.0133198808652,14.6013558134506,15.4501428981594,16.1989145604805,16.3347121641527,15.8786550283707,15.6498089467013,15.3056475260469,15.95065574904,16.4555737750457,15.6325274240176,14.851344470567,15.817860421234,15.4579355520507,15.9090191799359,15.0425322341579,15.2540308130187,16.1772283979223,15.1647517812855,16.5718228334253,14.7515857053326,14.7424566235211,14.9998183289533,15.1159904103271,15.3427727867811,16.1112991197064,15.51742385209,14.5876154477993,15.0887290257513,14.8978418180032,14.9311017618054,16.0794529770142,15.0864595382835,16.0820604047443,15.2574592887714,16.0613654047724,16.3944096281259,15.4757012732256,14.528582020547,14.9805117779229,18.4831570141237
"TETN",16.3799067927222,16.1078918821368,15.7662646400451,16.4983945461861,16.3375313415221,15.7069809206339,16.046824765184,15.543236915685,16.1959740334449,15.6005839938444,16.0427776084478,15.88477073444,16.0351376709915,16.1089597139099,16.2290212066241,16.0288910362809,16.2520638644468,16.320983234433,16.3579951597646,15.8618135624788,15.7982540275826,15.7569987841523,15.5738272449014,15.4936639706101,15.5476862350502,15.7445852453189,15.6243330740353,16.4451251436525,16.2117371137972,16.4434293750131,16.3360710295623,16.4876009909944,15.7942209149066,16.3344645732458,16.7140279269208,16.349763652302,16.1714732730263,15.6222912707205,16.2735282164172,15.849949364142,16.1531271062249,16.0637134584228,16.2136859043349,16.648801081932,15.9605352568837,15.8214863857877,15.8243892406932,15.9614714431501,16.4631595034943,15.6574437182771,15.9932713289453,16.2279007112696,15.8972458060043,16.2798238447557,15.9022088271795,16.4299157237788,16.1515342290864,14.785685074714,16.4028064996235,16.1949334177953,16.3918364065068,16.4408851183237,16.302198501648,16.417264455691,16.2731605714595,15.7874541912527,16.4169873876838,15.7094142920869,16.2917891195039,16.4157222535601,15.9145789336974,16.4385172855484,16.4930908334297,15.9169779481901,16.2684185502297,16.1309201002312,15.3656995427799,15.608311712775,15.3208987044984,15.8104388699136,15.4367551774605,18.6403589414557
"THBG",13.91377610035,14.3376719862649,14.0604602121582,13.6175141715825,13.9979359035512,14.0282088304441,14.2486910840077,13.7182637005157,13.9751756080766,12.4522682684996,13.9680553506248,13.7062677431365,13.48496298063,13.8150626759814,13.4132942895697,14.0657729330168,14.04694389859,13.9379427371641,14.3114769849114,14.1739881491098,13.6084431727697,13.0250465542854,13.7293982737244,13.3824890890611,13.5733132970033,13.8401632636603,13.8344790220288,13.9252599531231,13.842842328548,13.901717491045,13.8497133980321,13.6562479497354,13.6778482514876,13.6244100672818,13.9877801709878,14.0723242617434,13.6434055459907,13.4794685571663,13.7096007558093,13.8419119033687,13.7541279684738,14.052721481925,13.8552154123225,13.9911699925846,13.7063021453692,13.9984414110364,14.1040564782316,14.224965317125,13.9095734453268,13.5773017239574,14.29830997477,14.0356668459055,14.0456885114267,13.6684688210975,14.0466303863127,14.4463132352799,13.8289620227672,13.488621353283,14.2968777850643,14.2925831181112,14.8164375928855,13.4311447515289,13.4125914920353,13.3843799838084,13.837500059514,13.9261087520026,13.6489706710439,13.4915601080152,13.6084482505273,14.3829826945914,13.9049402706008,13.8660627555721,13.6800169148914,13.5711982037991,13.5876995187946,13.0450533772951,12.5572075317643,13.6716658442309,13.0229181056323,13.140987629183,13.4083987544275,17.6529318669558
"THRB",18.2763315769263,18.376368014209,18.6964467049767,18.3143794131538,18.481484652012,18.4475128132076,18.9133010938699,18.5983911634642,18.2183655227648,18.0015030982233,18.2184641150736,18.014766251243,17.4168091868788,18.7267685471042,18.3052939808172,18.8225851275783,18.6814718560502,18.2337708243911,18.7168121410339,18.6002245952913,18.5024588307465,17.95565578057,18.7244255497735,18.3448150358977,18.5451291310165,18.1820406689639,18.4748959235513,18.2506262459415,18.7100468038312,18.6908295323809,17.8693056926236,18.3700671244134,18.4587073452052,18.4526836820271,18.8600638448391,18.7482840412202,18.5934022922742,18.246561397983,18.4353580627856,18.9134218648387,18.9114224800626,18.2553285237659,18.8908978736781,18.62906055747,18.5845110104275,18.8302204050921,18.5189126176736,18.4617857895361,18.683313966679,18.6315939320479,18.8064309941832,18.5417226773146,18.9622834355661,18.2793178711112,18.7684190372476,18.811128268217,18.3705459064191,17.7590538994629,18.4151667158142,18.6160350236344,18.59641656423,18.7067611626859,18.8552009997593,18.4477387366503,18.6513217400887,18.782260027271,18.5236310065983,18.6161642620137,18.6032104200513,18.6950458032445,18.048333531321,18.5955635818136,18.5513527741744,18.70057001003,18.6639446761442,18.5749912546059,18.4646101970402,18.5999183637264,18.5587084146818,18.2563868671625,18.1173743194212,18.5810298566671
"TRFE",22.3002676493638,22.4373152325919,22.3205831103171,22.2131579770569,21.8915884642252,21.6369225215195,22.2654263599315,21.5198995327616,22.2641427502132,21.4798963443988,22.4457181544922,22.2455880983208,22.0874523343357,21.695844982939,22.2464170829002,22.0015186560848,22.9511072100123,21.7773038395362,22.5360376278738,21.9411499686155,22.04602793202,21.8389253776552,21.8598865100081,21.6117084739225,21.5862758950729,21.6252685795048,21.8715187269812,22.3440133101978,22.2657300797318,22.3851443153285,22.2911191704122,22.4243800992123,22.6815522692839,22.3002335965213,22.6244858672227,22.8898073512592,22.1812557517861,22.1890836067191,22.5056396594511,22.3609336554229,22.6336164898361,22.1852733135228,22.7686554648775,22.4414390663906,22.0822126035973,22.0494695084909,21.8620492851469,21.5733207937754,22.1887170485324,21.8877457118069,22.3358805807457,22.2619898202186,22.0731677959847,22.8997383041433,22.2286025295132,22.4145149957311,22.7449502470994,20.5878303247598,22.0688593874647,22.4355216733945,21.8731884862112,22.7151781750814,22.8103029491834,22.1723312507005,22.2452248535023,21.9826794694023,22.5366421373066,22.0991229017112,22.4071651370247,22.4932359561599,22.1584009375494,22.8253429906272,22.2736087263476,22.1184852265333,22.5202629935556,22.3218530079995,21.8854600707338,22.3862182560626,22.1888847087819,21.7281290714796,21.7198090770482,21.4488528041139
"TTHY",19.2091153140806,18.0172982114383,18.4299032917221,18.4631819117863,18.0800084163985,17.7804926868781,18.466619320375,16.8376475439787,18.8469712151708,17.9536614334711,18.7003822229898,19.1587609646746,18.3083454227554,17.0732352336037,18.921314512521,18.5104463967823,18.9375267771485,17.5274214502713,18.2797685571621,18.8745570722656,18.5818250845213,18.1839141538587,17.1341668307497,17.9730739838215,17.4475871270369,18.2670311279417,17.7692331050969,18.826947240863,19.2409188663968,19.1897741597809,18.6301035538434,18.4819838007028,17.5475918833506,18.5383156525559,18.7656778504984,18.8392781803254,19.0353117287389,17.8577273583557,18.2321351057914,18.154954729117,19.6918887024268,17.7616887469899,18.9128596566128,18.3749746403369,17.8148852180128,18.1843953985606,18.0843702925833,18.2272007364028,19.25549135945,17.8245830845713,18.8292071616424,18.3535840410508,18.1650208225701,18.6159441079069,18.1969705572161,18.5151581174452,18.2903593505206,16.2975944889585,19.1611892869709,18.237848365136,18.0274807525538,18.9791498873984,18.8234022993984,19.2499356513369,18.5979898985771,17.6836204485133,18.3794915947155,17.7017074765653,18.8723923943249,18.2326753088454,18.6194743181901,18.5838409996757,18.7842517141365,17.9103945340858,18.2196132341287,18.751085390791,17.1599913281464,18.537781968617,17.8282242043104,18.784770334864,17.9103263447938,19.1201529328848
"VTNC",18.4142715372381,19.2928014985893,19.1130355747997,18.5328231704603,18.668412371774,19.5122546899412,19.2698251881238,19.1477007750421,19.0969697152182,18.2544677617492,18.704910006031,18.6034018383496,18.6155499812065,18.8153307672156,18.4453730806438,19.2662502910692,19.1823900852848,18.6466594441696,19.365906487543,19.177901712321,18.8226270639321,18.2213289523016,19.1060858593991,18.5347546052604,18.803083173697,18.9283620025559,19.1014338621192,18.7466254024331,18.8974616266818,19.2126699466186,18.8544760120808,18.665392782278,18.8404639901675,18.9517747192134,18.7903038226368,19.6591918790265,18.8775111673694,18.8944754169487,18.8116622949109,19.1506263259713,19.1638466033396,19.0842858872614,19.6594809650694,18.8166884644433,19.2695498659557,18.8903426046576,19.098418931605,18.943756789412,19.1256773300939,18.9878274522068,19.2103565597488,18.8331173649345,19.3851527192312,18.7622637199499,19.3213382834,18.6355884085603,18.5291279717613,18.8646141596235,18.6473260227756,19.0977734297597,18.8772535956013,19.2582558200436,19.1590208181641,18.7014151936787,18.8584703390409,19.4388521574955,18.6802164653637,19.1893571256363,19.0333436247441,19.1070169430335,18.9312963791392,19.0143397145184,18.5331714459564,19.1309977374402,18.7606562607015,19.2993522281757,18.8295761460838,19.0571703134358,19.1447212934279,18.8043805803349,18.7131908578959,18.7898415415273
